article_name,country,revision_id,article_quality,population
Usko Nghaamwa,Namibia,719244071,Stub,2482100
Nangolo Ithete,Namibia,719408472,Stub,2482100
Solomon Witbooi,Namibia,719434480,Stub,2482100
Willem Appollus,Namibia,719595059,Stub,2482100
Reggie Diergaardt,Namibia,719824825,Stub,2482100
Hadino Hishongwa,Namibia,719949040,Stub,2482100
Erastus Tjejamba,Namibia,720139575,Stub,2482100
Gottlob Mbaukua,Namibia,720139591,Stub,2482100
Ambrosius Haingura,Namibia,721140900,Stub,2482100
John Shaetonhodi,Namibia,721902067,Stub,2482100
Theofelus Eiseb,Namibia,725653685,Stub,2482100
Hilma Nicanor,Namibia,725836779,Stub,2482100
Johan de Waal,Namibia,726241234,Start,2482100
Leon Jooste,Namibia,726241279,Stub,2482100
Eben van Zijl,Namibia,726241614,Start,2482100
Kalla Gertze,Namibia,726549300,Start,2482100
Festus Ueitele,Namibia,726575925,Stub,2482100
Moses Amweelo,Namibia,726634885,Stub,2482100
Paul Smit,Namibia,726685653,Start,2482100
Alpheus Muheua,Namibia,726826653,Stub,2482100
Tjekero Tweya,Namibia,732970610,Start,2482100
Lawrence Sampofu,Namibia,735098018,Stub,2482100
Marten Kapewasha,Namibia,736632076,Stub,2482100
Mose Penaani Tjitendero,Namibia,737894808,Stub,2482100
Clemens Kashuupulwa,Namibia,739326407,Stub,2482100
Muesee Kazapua,Namibia,742567576,Stub,2482100
Jan de Wet,Namibia,749312888,Start,2482100
Auguste Xoagus,Namibia,749384677,Stub,2482100
Arnold Tjihuiko,Namibia,749557521,Stub,2482100
Hafeni Ndemula,Namibia,750064392,Stub,2482100
Billy Mwaningange,Namibia,750168721,Stub,2482100
Thimoteus Tjamuaha,Namibia,750423258,Stub,2482100
Ignatius Shixwameni,Namibia,756962215,Stub,2482100
Hansina Christiaan,Namibia,757074156,Stub,2482100
Elma Dienda,Namibia,757074197,Stub,2482100
Clara Gowases,Namibia,757074271,Stub,2482100
Petrina Haingura,Namibia,757074308,Stub,2482100
Agnes Kafula,Namibia,757075026,Stub,2482100
Rosa Kavara,Namibia,757075263,Stub,2482100
Ngohauvi Lydia Kavetu,Namibia,757075306,Stub,2482100
Agnes Limbo,Namibia,757075328,Start,2482100
Teopolina Mushelenga,Namibia,757075486,Start,2482100
Pashukeni Shoombe,Namibia,757076190,Stub,2482100
Katrina Hanse-Himarwa,Namibia,757565608,Stub,2482100
Henock Kankoshi,Namibia,757916897,Stub,2482100
Ida Hoffmann,Namibia,758853149,Stub,2482100
Sirkka Ausiku,Namibia,763773708,Stub,2482100
Royal /Ui/o/oo,Namibia,765635399,Stub,2482100
Andrew Matjila,Namibia,767169616,Stub,2482100
Nathaniel Maxuilili,Namibia,768127257,Stub,2482100
Richard Kamwi,Namibia,768705466,Start,2482100
Joel Kaapanda,Namibia,768706125,Start,2482100
Rebecca Ndjoze-Ojo,Namibia,768706805,Start,2482100
Pohamba Shifeta,Namibia,768706876,Start,2482100
Uahekua Herunga,Namibia,768707364,Stub,2482100
Silvia Makgone,Namibia,768707856,Stub,2482100
Uilika Nambahu,Namibia,768797762,Stub,2482100
Pauline Dempers,Namibia,768809413,Start,2482100
Kovambo Nujoma,Namibia,768878536,Start,2482100
Penehupifo Pohamba,Namibia,770535053,Start,2482100
Hendrik Witbooi (politician),Namibia,772596247,Start,2482100
Ben Amathila,Namibia,773039495,Start,2482100
Heiko Lucks,Namibia,773070957,Stub,2482100
Netumbo Nandi-Ndaitwah,Namibia,773073864,Start,2482100
Erasmus Hendjala,Namibia,773588389,Stub,2482100
Cornelius Thuhageni Njoba,Namibia,774841020,Stub,2482100
Jurie Viljoen,Namibia,777857622,Start,2482100
Kandy Nehova,Namibia,778252266,Stub,2482100
Laura McLeod-Katjirua,Namibia,779986740,Start,2482100
Lempy Lucas,Namibia,780240233,Start,2482100
Jager Afrikaner,Namibia,781797749,Start,2482100
Jan Jonker Afrikaner,Namibia,781797819,Stub,2482100
Usutuaije Maamberua,Namibia,782432741,Start,2482100
Lucia Witbooi,Namibia,782487405,Stub,2482100
Philemon Moongo,Namibia,782702063,Start,2482100
Margaret Mensah-Williams,Namibia,783424239,Start,2482100
Marlene Mungunda,Namibia,783659445,Stub,2482100
Matheus Shikongo,Namibia,783936425,Stub,2482100
Hendrina Afrikaner,Namibia,785009070,Stub,2482100
Nickey Iyambo,Namibia,785237742,C,2482100
Willem Konjore,Namibia,785239830,Stub,2482100
Christian Afrikaner,Namibia,785267613,Stub,2482100
Manasse ?Noreseb,Namibia,787159099,GA,2482100
Emil Appolus,Namibia,787547117,Start,2482100
Saara Kuugongelwa,Namibia,787813373,Start,2482100
Bernhardt Esau,Namibia,787890930,Start,2482100
John Pandeni,Namibia,788618481,Start,2482100
Loide Kasingo,Namibia,788620617,Start,2482100
Anton von Wietersheim,Namibia,789457805,Stub,2482100
Emma Tuahepa,Namibia,789936651,Stub,2482100
Template:Namibian-politician-stub,Namibia,789946235,Stub,2482100
Asser Mbai,Namibia,789979998,Stub,2482100
Piet van der Walt,Namibia,790732456,Stub,2482100
Tom Alweendo,Namibia,790926872,Stub,2482100
Jeremia Nambinga,Namibia,790971471,Stub,2482100
Lucia Basson,Namibia,791521544,Stub,2482100
Monica Geingos,Namibia,792295818,Stub,2482100
Albert Kawana,Namibia,792363345,Start,2482100
Buddy Wentworth,Namibia,792553915,Stub,2482100
Bernadus Swartbooi,Namibia,792730125,Stub,2482100
Sophia Shaningwa,Namibia,793644087,Stub,2482100
Clemens Kapuuo,Namibia,794649810,Start,2482100
Joseph Obgeb Jimmy,Namibia,797028914,Stub,2482100
Andreas Shipanga,Namibia,797218947,C,2482100
Hermanus Beukes,Namibia,797219044,Start,2482100
Elaine Trepper,Namibia,797422099,Stub,2482100
Anton Lubowski,Namibia,797926029,Start,2482100
John Ya-Otto,Namibia,798445586,Stub,2482100
Peya Mushelenga,Namibia,798678085,Start,2482100
Rosa Namises,Namibia,798722629,C,2482100
Mohammed Stuart,Namibia,799023818,Stub,2482100
David Namwandi,Namibia,799202571,Start,2482100
Dawid Boois,Namibia,799283073,Start,2482100
Nora Schimming-Chase,Namibia,799298806,Stub,2482100
Peter Naholo,Namibia,799511171,Stub,2482100
Monica Nashandi,Namibia,799557543,Start,2482100
Sakaria Nashandi,Namibia,799557683,Stub,2482100
Penda Ya Ndakolo,Namibia,799557832,Stub,2482100
Wilfried Emvula,Namibia,799559369,Stub,2482100
Elia Kaiyamo,Namibia,799560238,Start,2482100
Marx Nekongo,Namibia,799561144,Stub,2482100
Priscilla Beukes,Namibia,799566361,Stub,2482100
Philemon Malima,Namibia,799949216,Start,2482100
Rosalia Nghidinwa,Namibia,800002912,Start,2482100
Rudolph Kamburona,Namibia,800014905,Stub,2482100
Samuel Mbambo,Namibia,800067483,Start,2482100
Brendan Simbwaye,Namibia,800092405,Start,2482100
First Lady of Namibia,Namibia,800356701,Stub,2482100
Doreen Sioka,Namibia,800360997,Start,2482100
Steve Bezuidenhout,Namibia,800697620,Stub,2482100
Erastus Uutoni,Namibia,801845003,Start,2482100
Pendukeni Iivula-Ithana,Namibia,803055843,C,2482100
Nehale Mpingana,Namibia,803403039,Start,2482100
John Mabuku,Namibia,804447986,Stub,2482100
Libertina Amathila,Namibia,804939484,Start,2482100
Frans Indongo,Namibia,804964495,Start,2482100
Eric Biwa,Namibia,804964895,Stub,2482100
Steve Mogotsi,Namibia,805008003,Start,2482100
Clara Bohitile,Namibia,805008074,Start,2482100
Michael Goreseb,Namibia,805053642,Stub,2482100
Lydia Katjita,Namibia,805054018,Start,2482100
Asser Kuveri Kapere,Namibia,805055267,Start,2482100
Immanuel Ngatjizeko,Namibia,805120872,Start,2482100
Elijah Ngurare,Namibia,805772941,Start,2482100
Sacky Shanghala,Namibia,805855320,Stub,2482100
Angelika Muharukua,Namibia,805981237,Start,2482100
Martin Andjaba,Namibia,806653470,Stub,2482100
Jonker Afrikaner,Namibia,806995404,Start,2482100
Kanuni (hompa),Namibia,807120122,Start,2482100
Gustaphine Tjombe,Namibia,807168546,Stub,2482100
Template:Nigeria-politician-stub,Nigeria,391862819,Stub,181839400
Template:Nigeria-diplomat-stub,Nigeria,548342756,Stub,181839400
Template:Nigeria-activist-stub,Nigeria,563278068,Stub,181839400
Aliyu Ibrahim Gebi,Nigeria,639021339,Stub,181839400
Azeez Issa Adesiji,Nigeria,671511760,Stub,181839400
Salisu Buhari,Nigeria,677435096,Stub,181839400
Template:RiversState-politician-stub,Nigeria,683127263,Stub,181839400
Template:Abia State-politician-stub,Nigeria,683996491,Stub,181839400
Igwe Aja-Nwachukwu,Nigeria,691389889,Stub,181839400
Christopher Nwankwo,Nigeria,696479863,Stub,181839400
Henry Ajomale,Nigeria,704094181,Stub,181839400
Kolapo Ishola,Nigeria,704235837,Start,181839400
Philip O. Emafo,Nigeria,704719275,Stub,181839400
Gidado dan Laima,Nigeria,705586751,Start,181839400
Jolly Nyame,Nigeria,706146554,Stub,181839400
Michael Botmang,Nigeria,709667983,Stub,181839400
Aliyu Musa,Nigeria,710281144,Stub,181839400
Suleiman Takuma,Nigeria,710317252,Start,181839400
Igwegbe Odum,Nigeria,710422165,Stub,181839400
Isaac Shaahu,Nigeria,710510120,Stub,181839400
Ahmed Musa (politician),Nigeria,710510264,Stub,181839400
John Kadiya,Nigeria,710510671,Stub,181839400
Mahmud Tukur,Nigeria,710518211,Stub,181839400
Dapo Sarumi,Nigeria,710533184,Stub,181839400
Abraham Imogie,Nigeria,710533207,Stub,181839400
Adelusi Adeluyi,Nigeria,710533503,Stub,181839400
Samuel Edem,Nigeria,710985648,Stub,181839400
Jacob Obande,Nigeria,711417189,Stub,181839400
Abba Habib,Nigeria,711545907,Stub,181839400
Ganiyu Dawodu,Nigeria,711978679,Stub,181839400
Wahab Goodluck,Nigeria,712081212,Stub,181839400
Eddie Mbadiwe,Nigeria,712155706,Stub,181839400
George Agbazika Innih,Nigeria,712289148,Start,181839400
Oluseyi Bajulaiye,Nigeria,712500159,Stub,181839400
Vincent Eze Ogbulafor,Nigeria,714196192,Stub,181839400
Joseph Tarka,Nigeria,715792629,Start,181839400
Peter Onu,Nigeria,716145017,Stub,181839400
Ayisha Osori,Nigeria,717055090,Start,181839400
Chukwuemeka Ujam,Nigeria,717185387,Stub,181839400
Mamuda Aliyu Shinkafi,Nigeria,717224947,Stub,181839400
Steven Lawani,Nigeria,717363689,Stub,181839400
John Ewerekumoh Yeri,Nigeria,717535392,Stub,181839400
Sani Ndanusa,Nigeria,717537537,Start,181839400
Musa Inuwa,Nigeria,717577322,Stub,181839400
Shehu Kangiwa,Nigeria,717579914,Start,181839400
Usman Faruk,Nigeria,717587144,Start,181839400
Mike Attah,Nigeria,717587540,Stub,181839400
Datti Abubakar,Nigeria,717588432,Stub,181839400
John Kpera,Nigeria,717589198,Start,181839400
Mustapha Ismail,Nigeria,717595920,Stub,181839400
Joe Kalu-Igboama,Nigeria,717595956,Stub,181839400
Tanko Zubairu,Nigeria,717597698,Start,181839400
Sunday Tuoyo,Nigeria,717601015,Stub,181839400
Sunday Abiodun Olukoya,Nigeria,717602204,Stub,181839400
Tony Ene Asuquo,Nigeria,717628113,Stub,181839400
Chukwuemeka Chikelu,Nigeria,717711844,Start,181839400
Broderick Bozimo,Nigeria,717802214,Stub,181839400
Olu Agunloye,Nigeria,717872176,Stub,181839400
Saidu Barda,Nigeria,718146373,Start,181839400
Werinipre Seibarugo,Nigeria,718210388,Stub,181839400
Musa Usman,Nigeria,718225373,Start,181839400
Omoniyi Caleb Olubolade,Nigeria,718461820,Start,181839400
Sefiu Adegbenga Kaka,Nigeria,719905993,Stub,181839400
Kingsley Esiso,Nigeria,720011103,Stub,181839400
Ikeje Asogwa,Nigeria,720083087,Start,181839400
Ignatius Olisemeka,Nigeria,720161941,Stub,181839400
Alhaji Hassan Dalhat,Nigeria,721581071,Stub,181839400
Maurice Ekpenyong,Nigeria,722438087,Stub,181839400
Joshua M. Lidani,Nigeria,722467684,Stub,181839400
Haliru Dantoro,Nigeria,722859616,Stub,181839400
Patrick Ekpotu,Nigeria,723745966,Stub,181839400
Saviour Friday Udoh,Nigeria,725060895,Stub,181839400
Ibrahim Dasuki Jalo-Waziri,Nigeria,725377530,Start,181839400
Stephen Oluwole Awokoya,Nigeria,725642924,Start,181839400
Yinka Durosinmi,Nigeria,725668970,Start,181839400
Mahmud Shinkafi,Nigeria,726805368,Stub,181839400
Muhammed K. Abubakar,Nigeria,726818559,Stub,181839400
Nduese Essien,Nigeria,726818744,Start,181839400
Oladapo Afolabi,Nigeria,727741721,Start,181839400
Lloyd Chukwuemeka,Nigeria,730632839,Stub,181839400
Jerry Needam,Nigeria,730842731,Stub,181839400
Ojo Maduekwe,Nigeria,731021539,Start,181839400
Clifford Ohiagu,Nigeria,731276297,Stub,181839400
Njoku Nnamdi,Nigeria,731276344,Stub,181839400
Iheanacho Obioma,Nigeria,731276359,Stub,181839400
Uchechukwu N. Maduako,Nigeria,731276379,Stub,181839400
Anthony Eze Enwereuzor,Nigeria,731276422,Stub,181839400
Macebuh Chinonyerem,Nigeria,731276452,Stub,181839400
Nwakanwa Chimaobi,Nigeria,731276490,Stub,181839400
Ameh Ebute,Nigeria,731276619,Stub,181839400
Tanimowo Ogunlesi,Nigeria,731579887,Stub,181839400
Raphael Nomiye,Nigeria,732432078,Start,181839400
Elizabeth Ativie,Nigeria,737060177,Start,181839400
Achike Udenwa,Nigeria,737673853,Stub,181839400
Michael O. Chinda,Nigeria,737771495,Stub,181839400
Martins Amaewhule,Nigeria,737781073,Stub,181839400
Frank Eke,Nigeria,737787109,Stub,181839400
Sarafa Tunji Ishola,Nigeria,739125240,Start,181839400
John Mark Inienger,Nigeria,739129789,Start,181839400
Adamu Waziri,Nigeria,739175973,Start,181839400
Abubakar Sadiq A. Mohammed,Nigeria,739176020,Stub,181839400
Aliyu Obaje,Nigeria,740306640,Stub,181839400
L. A. Fabunmi,Nigeria,740447269,Stub,181839400
Temi Ejoor,Nigeria,741172432,Start,181839400
John Yakubu,Nigeria,742117154,Stub,181839400
Boniface S. Emerengwa,Nigeria,742243239,Stub,181839400
Abdullahi Balarabe Salame,Nigeria,742594594,Start,181839400
Patrick Koshoni,Nigeria,742684693,Start,181839400
Samuel Ogeh,Nigeria,743083415,Stub,181839400
Tatari Ali,Nigeria,743190896,Start,181839400
Odigha Odigha,Nigeria,743856621,Stub,181839400
Aminu Safana,Nigeria,743862677,Stub,181839400
Mohammed Bello Adoke,Nigeria,744087654,Start,181839400
Samuel Bassey,Nigeria,744117777,Start,181839400
Oluyemi Adeniji,Nigeria,744916250,Start,181839400
Oseleye Ojuka,Nigeria,745439794,Start,181839400
Edwin Ume-Ezeoke,Nigeria,745595238,Stub,181839400
Raymond Njoku,Nigeria,745786235,Start,181839400
Tunji Otegbeye,Nigeria,746273474,C,181839400
Aminu Bashir Wali,Nigeria,746438262,Start,181839400
Bashir Yuguda,Nigeria,746534137,Stub,181839400
Frank Ajobena,Nigeria,746565081,Stub,181839400
Yarima Ibrahim,Nigeria,746756722,Stub,181839400
Sylvester Ugoh,Nigeria,747244277,Stub,181839400
National Security Advisor (Nigeria),Nigeria,747988410,Stub,181839400
Louis Mbanefo,Nigeria,748101471,Start,181839400
Olugbenga Ashiru,Nigeria,748515743,Stub,181839400
Nuhu Bamalli,Nigeria,748633284,Stub,181839400
"List of Governors of Northern Region, Nigeria",Nigeria,751053462,Stub,181839400
Adejoke Orelope-Adefulire,Nigeria,751780937,Stub,181839400
Remi Babalola,Nigeria,752461243,Start,181839400
Onaolapo Soleye,Nigeria,752630175,Stub,181839400
Dahiru Mohammed,Nigeria,753093526,Start,181839400
Dan Nwanyanwu,Nigeria,753193542,C,181839400
Sebastian Okechukwu Mezu,Nigeria,753200315,Start,181839400
James Shaibu Barka,Nigeria,753201175,Start,181839400
Danburam Abubakar Nuhu,Nigeria,753215523,Start,181839400
Tanko Yakasai,Nigeria,753870254,Stub,181839400
Ayo Fasanmi,Nigeria,755225924,Start,181839400
Timothy Shelpidi,Nigeria,755597113,Start,181839400
Feyisetan Fayose,Nigeria,756222460,Stub,181839400
Eme Okoro,Nigeria,756322600,Stub,181839400
Chukwuemeka Ngozichineke Wogu,Nigeria,756392289,Start,181839400
Sadiya Umar Farouq,Nigeria,756592132,Start,181839400
Ibrahim Bunu,Nigeria,756731872,Start,181839400
Mojisola Adekunle-Obasanjo,Nigeria,756827056,Stub,181839400
Yetunde Onanuga,Nigeria,756833464,Stub,181839400
Musa Mohammed Sada,Nigeria,757006942,Stub,181839400
Ebun Oyagbola,Nigeria,757336511,Start,181839400
Tejumade Alakija,Nigeria,757338458,Start,181839400
Gbolahan Olusegun Yishawu,Nigeria,757463566,Stub,181839400
Chinwe Obaji,Nigeria,757540500,Start,181839400
Fidelis Makka,Nigeria,757551494,Start,181839400
Fidelia Njeze,Nigeria,757562345,Start,181839400
Helen Esuene,Nigeria,757563136,Start,181839400
Manuela George-Izunwa,Nigeria,757613940,C,181839400
Ruqayyah Ahmed Rufa'i,Nigeria,757616922,Start,181839400
Clever Ikisikpo,Nigeria,757765871,Start,181839400
Samuel Adesina,Nigeria,757792473,Stub,181839400
Wilberforce Juta,Nigeria,757814345,Start,181839400
Mohammed Lawal,Nigeria,758372520,Start,181839400
Labaran Maku,Nigeria,758525626,Start,181839400
Nkechi Ikpeazu,Nigeria,758541021,Start,181839400
Mamman Kontagora,Nigeria,759171415,Start,181839400
Lamidi Adedibu,Nigeria,759508235,Start,181839400
Sarah Jibril,Nigeria,759698330,C,181839400
Ahmad Babba Kaita,Nigeria,760030043,Stub,181839400
Leo Segun Ajiborisha,Nigeria,760064451,Start,181839400
Deputy President of the Nigerian Senate,Nigeria,760126403,Stub,181839400
Walter Feghabo,Nigeria,760163064,Stub,181839400
Akanbi Oniyangi,Nigeria,760390131,Stub,181839400
Willie Obiano,Nigeria,760603745,Start,181839400
Chukwuebuka Anisiobi,Nigeria,761658964,Stub,181839400
Mohammed Kumalia,Nigeria,762063203,Stub,181839400
Gaius Obaseki,Nigeria,762106197,Start,181839400
Abd al-Qadir (Sokoto),Nigeria,762195257,Stub,181839400
Olugbenga Onaolapo Obadara,Nigeria,762379856,Stub,181839400
Ahmed Aboki Abdullahi,Nigeria,762496894,Stub,181839400
Friday Osanebi,Nigeria,762732359,Start,181839400
Abdulkadir Kure,Nigeria,763271950,Stub,181839400
Kande Balarabe,Nigeria,763593394,Stub,181839400
Richard Okonye,Nigeria,763681992,Start,181839400
Sabo Bakin Zuwo,Nigeria,763697656,Start,181839400
Mamman Shata,Nigeria,763883697,Start,181839400
Felix Hyatt,Nigeria,763999983,Stub,181839400
Zacheus Chukwukaelo Obi,Nigeria,764970868,Stub,181839400
Michael Opeyemi Bamidele,Nigeria,765023792,Start,181839400
Akachukwu Sullivan Nwankpo,Nigeria,765041723,C,181839400
Lekan Salami,Nigeria,765049939,Start,181839400
Moses Da Rocha,Nigeria,765260051,Start,181839400
Oluwaseyi Makinde,Nigeria,765263822,C,181839400
Yusuf Musa Nagogo,Nigeria,765273612,Start,181839400
Saidu Samaila Sambawa,Nigeria,765320219,C,181839400
Segun Abraham,Nigeria,765563643,Start,181839400
Bukar Shaib,Nigeria,766493465,Stub,181839400
Alhaji Yahaya Madawaki,Nigeria,766945320,Start,181839400
Gabriel Suswam,Nigeria,767628905,Start,181839400
Sir Jude Ejiogu,Nigeria,768045378,Stub,181839400
Sheikh Ahmed Abdullah,Nigeria,768212416,Start,181839400
Samson Omeruah,Nigeria,768292967,Start,181839400
Dabo Aliyu,Nigeria,768440728,Stub,181839400
Ibrahim Kazaure,Nigeria,768484304,Stub,181839400
Josaiah Ndubuisi Wachuku,Nigeria,768489794,Start,181839400
Bassey Asuquo,Nigeria,768587573,Stub,181839400
Michael Otedola,Nigeria,768611476,Start,181839400
Clem Ohameze,Nigeria,768747977,Start,181839400
Hadiza Bala Usman,Nigeria,769343495,Start,181839400
Abubakar Malami,Nigeria,769900146,Start,181839400
Ifeanyi Ugwuanyi,Nigeria,770052156,C,181839400
Steve Ayorinde,Nigeria,770262490,C,181839400
Richard Akinjide,Nigeria,770262534,Start,181839400
Sirika Hadi,Nigeria,771454540,Start,181839400
Ahmed Idris,Nigeria,771500609,Stub,181839400
Grace Ekpiwhre,Nigeria,771833733,Start,181839400
Victor Akande,Nigeria,772191879,Stub,181839400
Eziuche Ubani,Nigeria,772363251,Start,181839400
Isyaku Ibrahim,Nigeria,772366075,Start,181839400
Rilwanu Lukman,Nigeria,772635428,GA,181839400
Edmund Daukoru,Nigeria,772635472,Start,181839400
Augustus Aikhomu,Nigeria,772962322,Start,181839400
Felix A. Obuah,Nigeria,773417427,Start,181839400
Mike Akhigbe,Nigeria,773596602,Start,181839400
Omotayo Oduntan,Nigeria,773766121,Stub,181839400
Amal Pepple,Nigeria,773923186,Start,181839400
Haliru Zakari Jikantoro,Nigeria,774077595,Stub,181839400
Virginia Etiaba,Nigeria,774143828,Start,181839400
John Nnia Nwodo,Nigeria,774178817,Start,181839400
Samuel Ikon,Nigeria,774250291,Start,181839400
Ishaya Mark Aku,Nigeria,774378994,Start,181839400
Ibrahim Gusau,Nigeria,774470803,Stub,181839400
Idris Waziri,Nigeria,774519887,Stub,181839400
Stephen Oru,Nigeria,774657494,Start,181839400
Donald Duke,Nigeria,775247499,Start,181839400
Magaji Muhammed,Nigeria,775487584,Start,181839400
Henry Okon Archibong,Nigeria,775705253,Stub,181839400
Janet Nwadiogo Mokelu,Nigeria,776130152,Start,181839400
Philip Shaibu,Nigeria,776318059,C,181839400
Jereton Mariere,Nigeria,776503248,Start,181839400
Reynolds Bekinbo Dagogo-Jack,Nigeria,776690769,C,181839400
Mudasiru Oyetunde Hussein,Nigeria,776822971,Start,181839400
List of ambassadors of Nigeria,Nigeria,776971035,Stub,181839400
John Okechukwuemeka,Nigeria,777156398,Start,181839400
Joy Ogwu,Nigeria,777639961,Start,181839400
Stephen Akiga,Nigeria,777804573,Start,181839400
Adedeji Adeleke,Nigeria,777928073,Stub,181839400
Isa Yuguda,Nigeria,778076626,C,181839400
Kashim Ibrahim-Imam,Nigeria,778399850,Start,181839400
Kayode Otitoju,Nigeria,778492762,Start,181839400
Kema Chikwe,Nigeria,778591078,Start,181839400
Olusegun Olutoyin Aganga,Nigeria,779173965,C,181839400
Rita Akpan,Nigeria,779397776,Start,181839400
Aishat Ismail,Nigeria,779397867,Start,181839400
Maryam Ciroma,Nigeria,779397948,Start,181839400
Saudatu Bungudu,Nigeria,779398071,Stub,181839400
Jerry Gana,Nigeria,779398200,Start,181839400
Salamatu Hussaini Suleiman,Nigeria,779398347,Start,181839400
Josephine Anenih,Nigeria,779398522,Start,181839400
Khairat Abdulrazaq-Gwadabe,Nigeria,779398761,Start,181839400
Patricia Akwashiki,Nigeria,779399917,Start,181839400
Iyabo Anisulowo,Nigeria,779400398,Start,181839400
Kofoworola Bucknor,Nigeria,779408691,Stub,181839400
Mbonu Ojike,Nigeria,779424593,C,181839400
Badaru Abubakar,Nigeria,779439478,Start,181839400
Abubakar Mohammed,Nigeria,779487320,Stub,181839400
Adamu Garba Talba,Nigeria,779487343,Start,181839400
Ahmed Muhammad Maccido,Nigeria,779487453,Stub,181839400
Akinlabi Olasunkanmi,Nigeria,779487474,Start,181839400
Andrew Babalola,Nigeria,779487494,Stub,181839400
Audu Idris Umar,Nigeria,779487581,Start,181839400
Baba Tela,Nigeria,779487593,Start,181839400
Ben-Collins Ndu,Nigeria,779487623,Start,181839400
